會員編號,性別,年齡,加入月數,來店次數,平均消費,距上次來店天數,會員等級,電子報,住家距離,最愛類別,回購
M0842,男,41,2,5,133,6,一般,0,7.7,烘焙,0
M0843,男,58,7,2,160,17,一般,0,1.5,烘焙,0
M0844,男,49,32,5,96,6,銀卡,1,2.6,咖啡,0
M0845,男,45,13,3,156,84,一般,0,2.5,茶飲,0
M0846,男,49,10,3,153,20,一般,0,5.4,茶飲,0
M0847,男,58,4,12,137,25,一般,0,3.8,咖啡,1
M0848,女,68,27,4,156,15,一般,0,1.3,烘焙,1
M0849,男,41,33,2,283,35,一般,0,4.6,咖啡,0
M0850,女,66,31,3,154,90,一般,0,4.2,咖啡,0
M0851,女,44,1,4,163,0,一般,0,1.3,咖啡,1
M0852,女,32,25,2,183,52,一般,1,4.1,咖啡,0
M0853,男,47,33,4,142,18,一般,0,2.4,烘焙,0
M0854,女,46,18,7,327,6,銀卡,1,2.7,茶飲,1
M0855,男,41,2,15,135,25,一般,0,4.2,咖啡,1
M0856,女,61,16,15,122,9,銀卡,0,4.7,烘焙,0
M0857,男,62,4,14,162,8,一般,1,3.5,茶飲,1
M0858,女,67,4,6,302,19,一般,1,4.9,茶飲,0
M0859,男,54,28,5,142,17,銀卡,0,2.2,烘焙,0
M0860,女,72,25,17,245,2,金卡,1,3.3,烘焙,1
M0861,女,59,13,5,118,3,銀卡,1,4.7,咖啡,1
M0862,女,59,6,5,172,0,銀卡,1,2.2,烘焙,0
M0863,女,50,19,8,181,31,銀卡,0,8.1,烘焙,0
M0864,男,56,14,2,165,1,一般,0,0.7,咖啡,0
M0865,女,42,35,17,272,6,金卡,1,3.7,咖啡,1
M0866,男,52,22,3,218,2,一般,0,10.5,咖啡,0
M0867,女,55,19,5,205,4,銀卡,0,0.6,烘焙,1
M0868,女,72,30,34,187,5,金卡,1,2.0,咖啡,1
M0869,女,70,23,2,183,26,一般,0,1.1,咖啡,0
M0870,女,72,9,10,202,4,銀卡,1,1.4,茶飲,1
M0871,女,58,19,9,115,61,銀卡,1,1.0,烘焙,0
M0872,女,55,33,2,128,36,一般,1,2.8,烘焙,0
M0873,女,45,15,4,148,30,一般,1,4.4,咖啡,0
M0874,男,42,36,2,196,16,一般,0,5.0,茶飲,0
M0875,女,54,14,3,160,29,一般,1,1.5,烘焙,0
M0876,女,35,33,3,217,19,一般,0,1.4,咖啡,0
M0877,男,54,36,1,65,15,一般,0,2.6,咖啡,0
M0878,女,55,7,11,178,0,銀卡,0,1.4,茶飲,1
M0879,男,66,22,9,148,26,銀卡,1,1.5,咖啡,1
M0880,女,72,22,11,112,15,銀卡,0,3.5,茶飲,1
M0881,女,51,1,3,134,49,一般,1,1.2,烘焙,0
M0882,男,50,16,5,216,11,銀卡,0,2.0,烘焙,1
M0883,男,39,15,6,106,11,銀卡,1,4.8,咖啡,0
M0884,女,62,34,5,151,20,銀卡,0,2.6,咖啡,1
M0885,女,72,29,1,170,53,一般,0,1.4,烘焙,0
M0886,男,56,7,6,122,60,銀卡,1,2.5,烘焙,0
M0887,男,52,1,8,190,25,一般,1,3.8,烘焙,0
M0888,女,59,7,4,244,46,一般,0,2.7,咖啡,0
M0889,女,66,15,12,214,44,銀卡,1,5.7,咖啡,1
M0890,女,64,16,0,136,90,一般,0,0.5,茶飲,0
M0891,女,55,25,7,147,14,銀卡,1,2.9,咖啡,1
M0892,女,61,15,7,202,15,銀卡,1,3.5,茶飲,0
M0893,女,48,31,18,171,6,金卡,1,1.3,茶飲,1
M0894,女,46,20,9,155,29,銀卡,1,5.7,茶飲,0
M0895,女,47,6,13,204,0,銀卡,1,7.0,咖啡,1
M0896,女,36,36,5,92,0,銀卡,0,2.3,茶飲,1
M0897,男,72,18,12,122,3,金卡,1,10.4,茶飲,1
M0898,男,48,11,10,139,13,銀卡,0,2.0,咖啡,0
M0899,男,51,36,3,170,49,一般,0,9.7,茶飲,0
M0900,女,72,34,20,246,0,金卡,1,2.5,咖啡,1
M0901,女,72,28,3,151,21,一般,0,4.4,咖啡,0
M0902,女,56,35,8,160,1,銀卡,1,2.5,茶飲,0
M0903,男,45,8,4,170,0,一般,0,0.8,茶飲,0
M0904,女,58,24,2,287,13,一般,0,3.7,茶飲,0
M0905,女,72,27,11,190,11,銀卡,1,2.7,咖啡,1
M0906,男,71,3,6,179,23,一般,1,0.8,咖啡,0
M0907,女,44,25,5,162,16,銀卡,1,2.8,茶飲,1
M0908,男,66,4,2,258,20,一般,1,3.1,咖啡,0
M0909,男,39,30,6,112,34,銀卡,0,3.8,烘焙,0
M0910,女,51,7,5,335,8,銀卡,0,1.7,烘焙,1
M0911,女,57,6,3,277,8,一般,1,2.3,烘焙,1
M0912,女,63,29,7,229,90,銀卡,0,10.3,茶飲,0
M0913,男,49,19,13,376,2,金卡,0,5.3,烘焙,1
M0914,男,41,6,2,223,90,一般,0,1.4,烘焙,0
M0915,男,53,18,4,165,7,一般,1,1.3,咖啡,1
M0916,女,44,5,6,168,65,一般,0,4.4,烘焙,0
M0917,女,55,12,12,186,9,銀卡,1,3.3,茶飲,0
M0918,女,55,17,6,128,90,銀卡,1,3.3,咖啡,0
M0919,男,47,26,8,109,24,銀卡,1,5.7,烘焙,0
M0920,女,65,22,11,248,27,銀卡,1,1.6,茶飲,1
M0921,女,46,24,3,284,9,一般,0,1.5,烘焙,1
M0922,女,64,32,3,170,84,一般,1,1.9,烘焙,0
M0923,女,65,26,9,226,20,銀卡,1,5.3,茶飲,1
M0924,女,39,20,10,361,11,銀卡,1,3.9,烘焙,1
M0925,女,42,21,2,110,90,一般,1,3.4,烘焙,0
M0926,女,44,22,8,199,31,銀卡,0,0.3,烘焙,1
M0927,男,45,20,4,203,44,一般,1,6.4,烘焙,0
M0928,男,72,10,3,140,10,一般,1,1.0,烘焙,0
M0929,女,61,16,11,125,2,銀卡,1,5.0,茶飲,0
M0930,女,71,18,10,210,20,銀卡,1,11.6,茶飲,1
M0931,男,50,16,6,188,22,銀卡,1,2.1,茶飲,0
M0932,女,58,25,13,169,21,金卡,0,0.5,咖啡,1
M0933,女,41,21,15,133,5,金卡,1,2.1,烘焙,1
M0934,女,59,26,1,118,1,一般,0,2.5,咖啡,0
M0935,女,42,5,13,188,4,一般,0,0.8,茶飲,1
M0936,女,40,18,6,159,18,銀卡,0,0.8,咖啡,1
M0937,男,48,28,8,224,20,銀卡,1,3.8,咖啡,0
M0938,女,56,1,15,199,5,一般,1,1.3,咖啡,1
M0939,女,60,11,10,331,7,銀卡,0,2.1,烘焙,1
M0940,男,54,34,2,136,90,一般,0,0.9,咖啡,0
M0941,女,56,20,2,132,61,一般,0,1.5,茶飲,0
M0942,女,62,10,11,141,19,銀卡,0,6.5,茶飲,0
M0943,男,72,2,4,142,20,一般,1,3.9,咖啡,0
M0944,男,59,23,21,118,0,金卡,1,3.1,咖啡,1
M0945,女,38,1,4,196,8,一般,0,5.6,咖啡,0
M0946,女,27,31,10,194,4,銀卡,0,3.6,茶飲,1
M0947,女,58,8,4,127,5,一般,1,5.1,咖啡,1
M0948,女,44,12,3,179,27,一般,1,1.8,茶飲,0
M0949,女,60,20,24,235,1,金卡,1,1.8,烘焙,1
M0950,男,32,28,1,120,90,一般,0,5.0,烘焙,0
M0951,男,62,5,1,230,90,一般,0,2.9,咖啡,0
M0952,男,38,26,2,151,48,一般,1,3.2,咖啡,0
M0953,男,46,10,2,192,16,一般,0,6.3,咖啡,1
M0954,女,67,32,3,113,39,一般,1,3.2,烘焙,0
M0955,女,43,27,8,299,0,銀卡,1,2.5,烘焙,1
M0956,女,49,20,11,106,16,銀卡,0,3.7,咖啡,0
M0957,女,53,16,2,138,71,一般,1,5.1,茶飲,0
M0958,女,44,14,8,134,2,銀卡,1,2.7,咖啡,0
M0959,女,53,11,13,174,12,銀卡,1,4.0,咖啡,1
M0960,女,63,33,14,221,12,金卡,1,5.9,咖啡,1
M0961,男,63,19,10,190,0,銀卡,1,1.9,咖啡,0
M0962,女,53,26,5,244,25,銀卡,1,2.1,咖啡,1
M0963,男,72,13,6,154,12,銀卡,1,1.3,咖啡,1
M0964,男,54,12,4,191,2,一般,1,1.7,咖啡,1
M0965,女,43,35,9,180,0,銀卡,1,1.7,咖啡,1
M0966,女,39,18,4,192,20,一般,0,2.5,烘焙,0
M0967,男,34,33,10,225,16,銀卡,1,1.9,咖啡,1
M0968,女,52,30,14,267,35,金卡,1,2.4,茶飲,0
M0969,女,64,10,1,100,90,一般,1,0.9,茶飲,0
M0970,男,45,29,3,141,32,一般,0,1.1,咖啡,0
M0971,男,45,30,8,154,1,銀卡,0,6.5,咖啡,1
M0972,女,55,1,14,118,1,一般,0,3.6,烘焙,1
M0973,女,39,16,7,228,50,銀卡,1,1.9,烘焙,0
M0974,女,64,31,9,222,46,銀卡,0,1.8,咖啡,0
M0975,女,57,36,13,200,0,金卡,1,8.5,茶飲,1
M0976,女,48,15,3,169,67,一般,1,8.1,咖啡,0
M0977,女,56,32,10,73,18,銀卡,0,0.4,茶飲,0
M0978,女,48,11,7,70,19,銀卡,0,2.0,咖啡,0
M0979,男,30,17,8,207,14,銀卡,1,1.4,咖啡,1
M0980,女,41,24,8,119,3,銀卡,0,1.8,茶飲,0
M0981,男,42,33,13,174,1,金卡,0,13.0,茶飲,1
M0982,女,66,19,5,136,43,銀卡,0,2.7,茶飲,0
M0983,女,53,36,6,171,35,銀卡,0,0.8,咖啡,0
M0984,男,72,2,4,204,2,一般,1,1.1,咖啡,0
M0985,女,49,29,17,113,3,金卡,1,3.2,咖啡,1
M0986,女,52,21,6,141,28,銀卡,1,3.0,咖啡,0
M0987,男,64,6,0,170,88,一般,1,2.3,茶飲,0
M0988,男,37,13,11,162,27,銀卡,1,4.6,咖啡,1
M0989,女,41,23,28,168,13,金卡,0,3.6,烘焙,0
M0990,女,56,25,17,244,4,金卡,1,5.5,咖啡,1
M0991,女,72,1,20,81,4,一般,1,1.0,咖啡,1
M0992,男,43,17,1,134,90,一般,0,0.7,烘焙,0
M0993,男,54,7,2,146,90,一般,1,3.6,烘焙,0
M0994,女,64,7,13,127,45,銀卡,1,1.3,烘焙,1
M0995,男,41,23,6,266,5,銀卡,1,3.5,茶飲,1
M0996,女,71,1,8,141,8,一般,0,6.5,咖啡,0
M0997,男,66,15,9,191,18,銀卡,1,11.6,咖啡,0
M0998,女,52,11,3,179,9,一般,1,2.7,咖啡,0
M0999,女,59,11,8,145,18,銀卡,1,1.4,咖啡,0
M1000,男,51,23,11,84,3,銀卡,1,4.9,咖啡,1
M1001,女,48,10,7,180,4,銀卡,0,3.5,咖啡,0
M1002,女,42,21,17,248,10,金卡,1,3.4,咖啡,1
M1003,女,61,31,12,184,10,金卡,0,1.8,烘焙,1
M1004,男,45,15,4,188,5,一般,1,1.4,咖啡,0
M1005,男,50,2,1,173,45,一般,0,1.5,咖啡,0
M1006,男,48,22,5,282,27,銀卡,0,6.7,茶飲,0
M1007,女,57,36,3,85,34,一般,1,2.7,咖啡,0
M1008,男,63,9,20,135,2,銀卡,1,1.6,茶飲,1
M1009,女,66,6,9,145,38,銀卡,1,4.1,茶飲,1
M1010,女,58,2,4,202,60,一般,1,5.0,咖啡,0
M1011,女,45,25,10,144,6,銀卡,1,3.3,烘焙,1
M1012,女,67,18,7,135,0,銀卡,0,6.1,咖啡,0
M1013,女,51,12,11,386,30,銀卡,1,2.9,咖啡,0
M1014,女,47,34,6,137,36,銀卡,1,1.4,咖啡,0
M1015,女,45,34,13,204,3,金卡,1,2.2,咖啡,1
M1016,女,59,17,10,154,15,銀卡,0,1.0,咖啡,1
M1017,男,50,14,4,177,12,一般,1,5.7,茶飲,1
M1018,女,60,12,3,133,7,一般,1,2.0,咖啡,0
M1019,男,56,20,8,208,0,銀卡,1,1.6,咖啡,0
M1020,男,56,28,8,203,49,銀卡,0,1.2,茶飲,1
M1021,男,53,27,5,109,22,銀卡,0,7.8,咖啡,0
M1022,女,44,22,3,205,2,一般,0,9.1,咖啡,0
M1023,男,63,6,9,188,11,銀卡,0,0.7,茶飲,1
M1024,女,48,20,12,102,20,金卡,1,0.6,茶飲,1
M1025,女,72,24,11,74,3,銀卡,1,3.2,咖啡,1
M1026,女,59,8,7,164,3,銀卡,0,9.7,咖啡,1
M1027,男,54,34,3,226,23,一般,0,3.4,茶飲,0
M1028,男,72,17,11,196,0,銀卡,0,4.3,咖啡,1
M1029,男,50,23,9,151,7,銀卡,0,2.9,烘焙,0
M1030,女,68,26,7,212,8,銀卡,1,1.1,茶飲,1
M1031,女,53,4,4,106,6,一般,1,1.9,烘焙,0
M1032,女,45,8,1,133,8,一般,0,3.6,咖啡,0
M1033,女,65,36,2,146,42,一般,0,0.7,茶飲,0
M1034,男,42,28,5,172,34,銀卡,0,3.1,咖啡,0
M1035,男,69,7,4,270,44,一般,0,6.6,烘焙,0
M1036,男,59,3,6,169,10,一般,0,3.2,烘焙,1
M1037,男,42,16,4,203,4,一般,0,6.5,烘焙,1
M1038,女,56,21,8,203,14,銀卡,1,2.1,咖啡,1
M1039,男,42,29,3,70,19,一般,0,6.0,茶飲,0
M1040,女,72,17,8,201,2,銀卡,0,1.9,烘焙,1
M1041,女,59,25,0,239,90,一般,0,2.8,茶飲,0
M1042,女,59,32,8,95,85,銀卡,0,1.9,烘焙,0
M1043,女,48,29,3,238,5,一般,0,1.8,咖啡,1
M1044,男,59,29,3,148,78,一般,0,2.4,咖啡,0
M1045,男,53,10,8,194,15,銀卡,1,2.0,茶飲,1
M1046,男,62,18,9,188,2,銀卡,0,3.8,茶飲,1
M1047,男,39,24,3,232,12,一般,1,1.3,咖啡,1
M1048,男,59,32,6,164,44,銀卡,1,2.3,咖啡,0
M1049,男,66,18,1,95,33,一般,1,2.2,咖啡,0
M1050,女,44,13,8,147,0,銀卡,1,5.0,咖啡,1
M1051,男,57,27,7,158,18,銀卡,1,0.8,烘焙,0
M1052,男,54,24,16,140,1,金卡,0,2.9,茶飲,1
M1053,女,72,25,15,318,5,金卡,0,1.0,咖啡,1
M1054,女,39,29,6,215,13,銀卡,1,7.3,咖啡,1
M1055,女,53,7,2,131,90,一般,1,1.3,烘焙,0
M1056,女,49,29,7,96,7,銀卡,1,10.5,咖啡,0
M1057,女,62,16,12,254,2,銀卡,1,4.5,茶飲,1
M1058,男,55,3,4,170,31,一般,1,1.9,茶飲,0
M1059,男,61,25,4,108,33,一般,1,7.7,烘焙,0
M1060,男,65,11,19,131,0,銀卡,1,13.1,烘焙,1
M1061,男,59,22,2,134,20,一般,1,0.5,茶飲,0
M1062,女,72,28,13,183,8,金卡,0,3.3,茶飲,0
M1063,女,69,25,2,170,34,一般,1,1.2,茶飲,0
M1064,女,46,24,1,152,82,一般,1,9.2,茶飲,0
M1065,女,72,33,5,116,19,銀卡,1,5.2,烘焙,0
M1066,男,57,17,11,224,9,銀卡,0,1.9,烘焙,1
M1067,女,51,4,4,146,31,一般,1,2.9,咖啡,0
M1068,男,45,27,5,248,26,銀卡,0,1.4,茶飲,0
M1069,男,70,27,8,139,29,銀卡,0,1.7,咖啡,1
M1070,女,46,18,5,118,6,銀卡,0,0.9,茶飲,1
M1071,女,64,6,21,174,2,銀卡,0,1.0,咖啡,1
M1072,女,58,21,7,182,10,銀卡,0,2.4,咖啡,0
M1073,女,60,36,2,147,26,一般,1,5.2,烘焙,0
M1074,女,72,33,13,165,4,金卡,1,2.6,咖啡,1
M1075,男,59,5,11,135,12,一般,1,9.5,咖啡,0
M1076,男,67,29,6,245,0,銀卡,1,3.7,咖啡,1
M1077,女,53,2,0,184,90,一般,0,2.4,咖啡,0
M1078,女,59,34,1,284,44,一般,0,3.0,茶飲,0
M1079,男,43,20,16,200,4,金卡,1,3.9,烘焙,1
M1080,女,35,10,6,106,30,銀卡,1,12.7,咖啡,0
M1081,女,59,21,7,169,48,銀卡,1,5.9,咖啡,0
M1082,女,46,7,10,127,10,銀卡,1,3.0,茶飲,1
M1083,男,53,30,0,84,90,一般,0,1.7,茶飲,0
M1084,女,65,4,16,190,15,一般,0,1.6,咖啡,1
M1085,男,39,16,1,182,54,一般,0,10.1,茶飲,0
M1086,女,51,25,2,138,69,一般,0,3.4,烘焙,0
M1087,男,57,5,1,160,7,一般,1,3.1,茶飲,0
M1088,男,43,32,3,129,6,一般,0,12.2,咖啡,0
M1089,男,56,16,12,155,16,銀卡,1,3.0,咖啡,1
M1090,女,44,11,5,120,25,銀卡,1,1.2,茶飲,0
M1091,男,45,3,4,169,15,一般,1,1.4,茶飲,0
M1092,女,65,34,8,132,55,銀卡,1,2.4,咖啡,0
M1093,男,72,32,12,140,6,金卡,0,2.1,咖啡,1
M1094,女,48,5,19,142,7,一般,0,2.8,咖啡,0
M1095,女,72,21,4,179,24,一般,0,10.0,咖啡,0
M1096,女,60,26,3,132,17,一般,1,3.9,茶飲,0
M1097,男,72,26,5,96,89,銀卡,1,2.5,咖啡,0
M1098,女,72,28,11,189,13,銀卡,1,1.2,咖啡,1
M1099,女,45,13,4,118,3,一般,0,2.0,咖啡,0
M1100,女,38,25,2,143,43,一般,0,3.0,烘焙,0
M1101,男,72,2,2,136,11,一般,0,9.1,咖啡,0
M1102,女,42,13,10,95,17,銀卡,1,5.8,烘焙,1
M1103,女,49,21,12,157,6,金卡,1,4.8,茶飲,1
M1104,女,65,21,10,89,6,銀卡,1,3.3,咖啡,1
M1105,女,55,28,10,150,20,銀卡,0,1.3,咖啡,0
M1106,男,53,15,5,166,66,銀卡,1,2.4,烘焙,0
M1107,女,53,34,4,177,84,一般,1,1.1,咖啡,0
M1108,女,45,10,2,148,25,一般,0,1.4,咖啡,1
M1109,男,58,25,7,134,36,銀卡,0,8.7,烘焙,0
M1110,男,45,25,9,122,3,銀卡,0,2.3,咖啡,0
M1111,男,44,33,12,182,30,金卡,1,1.4,茶飲,0
M1112,女,52,14,1,74,45,一般,1,0.6,茶飲,0
M1113,男,52,9,15,202,12,銀卡,1,7.0,咖啡,1
M1114,女,50,27,3,134,85,一般,1,1.6,咖啡,0
M1115,男,41,19,7,126,29,銀卡,1,0.3,茶飲,1
M1116,女,72,36,4,159,64,一般,1,9.2,咖啡,0
M1117,女,31,15,3,156,11,一般,1,1.8,咖啡,0
M1118,女,66,7,3,293,32,一般,1,3.6,茶飲,0
M1119,男,49,8,14,171,34,銀卡,0,6.1,咖啡,0
M1120,男,63,19,6,177,11,銀卡,1,1.8,茶飲,1
M1121,女,72,2,7,153,35,一般,1,7.5,茶飲,0
M1122,女,59,34,12,174,25,金卡,0,0.8,茶飲,1
M1123,男,50,2,7,140,55,一般,0,5.1,咖啡,0
M1124,男,48,6,3,270,14,一般,1,2.3,茶飲,0
M1125,男,52,19,23,117,7,金卡,0,1.4,茶飲,1
M1126,男,66,12,18,153,0,銀卡,1,5.8,烘焙,1
M1127,女,42,15,15,111,7,銀卡,1,5.5,烘焙,1
M1128,男,44,16,9,282,3,銀卡,0,6.4,咖啡,0
M1129,女,62,14,9,158,1,銀卡,0,1.8,茶飲,1
M1130,男,43,15,4,176,18,一般,0,2.0,茶飲,1
M1131,男,71,18,14,151,0,金卡,1,1.4,茶飲,1
M1132,男,50,16,2,158,38,一般,1,7.2,咖啡,1
M1133,男,62,22,1,151,90,一般,1,2.7,咖啡,0
M1134,女,72,16,9,107,34,銀卡,0,0.6,咖啡,0
M1135,男,59,25,11,196,7,銀卡,0,1.2,咖啡,0
M1136,女,60,12,11,106,0,銀卡,0,2.8,咖啡,1
M1137,男,45,18,2,148,10,一般,0,2.6,咖啡,0
M1138,男,59,19,4,144,8,一般,1,1.6,咖啡,0
M1139,女,46,32,8,130,40,銀卡,0,1.7,咖啡,0
M1140,女,39,26,3,178,6,一般,0,2.1,茶飲,0
M1141,男,39,10,6,166,8,銀卡,0,3.6,咖啡,0
M1142,女,72,28,6,244,8,銀卡,0,1.0,咖啡,0
M1143,男,69,13,15,162,6,銀卡,0,2.7,咖啡,1
M1144,男,30,5,9,150,6,一般,1,2.3,茶飲,1
M1145,女,44,31,5,174,5,銀卡,0,1.5,茶飲,0
M1146,男,63,35,8,263,23,銀卡,0,2.1,咖啡,1
M1147,女,64,27,12,155,5,金卡,0,2.0,咖啡,0
M1148,男,72,19,4,146,27,一般,0,2.9,咖啡,0
M1149,男,44,30,2,121,3,一般,0,5.5,咖啡,0
M1150,男,35,23,6,93,30,銀卡,0,4.8,茶飲,0
M1151,女,66,12,2,315,61,一般,0,2.7,烘焙,0
M1152,女,56,14,7,159,17,銀卡,0,1.5,烘焙,1
M1153,男,72,27,14,109,23,金卡,0,2.5,咖啡,1
M1154,男,72,9,5,322,16,銀卡,1,4.9,咖啡,1
M1155,女,61,18,8,171,10,銀卡,1,20.0,茶飲,0
M1156,男,54,16,1,136,67,一般,0,1.8,烘焙,0
M1157,女,68,12,4,130,48,一般,1,1.5,茶飲,0
M1158,男,47,17,9,206,0,銀卡,0,2.1,咖啡,0
M1159,男,38,31,11,164,18,銀卡,0,2.6,咖啡,1
M1160,女,50,21,18,140,2,金卡,0,1.1,咖啡,0
M1161,男,58,33,9,152,25,銀卡,1,14.8,咖啡,1
M1162,男,72,14,6,203,50,銀卡,0,4.1,茶飲,1
M1163,女,36,36,7,183,38,銀卡,0,3.5,咖啡,0
M1164,男,48,14,8,244,0,銀卡,1,4.1,烘焙,1
M1165,女,56,5,11,146,3,一般,0,0.9,咖啡,1
M1166,女,67,22,8,165,17,銀卡,1,1.6,茶飲,0
M1167,男,72,9,15,126,10,銀卡,1,1.5,茶飲,1
M1168,女,40,19,3,176,7,一般,1,3.9,咖啡,1
M1169,女,72,9,15,157,6,銀卡,0,2.9,茶飲,1
M1170,女,72,10,3,170,30,一般,1,2.0,烘焙,0
M1171,女,72,10,2,197,6,一般,1,2.1,烘焙,1
M1172,女,41,8,7,222,0,銀卡,1,4.3,茶飲,1
M1173,女,41,12,15,112,7,銀卡,0,3.9,咖啡,0
M1174,女,42,36,16,155,0,金卡,0,1.9,咖啡,1
M1175,男,46,6,6,187,17,銀卡,1,7.8,咖啡,1
M1176,男,59,20,6,144,5,銀卡,1,2.1,烘焙,0
M1177,女,58,18,6,363,10,銀卡,1,1.6,咖啡,1
M1178,女,58,30,18,171,11,金卡,1,1.9,烘焙,1
M1179,男,53,33,12,128,59,金卡,0,1.1,咖啡,0
M1180,男,49,1,5,211,18,一般,0,4.8,茶飲,0
M1181,男,61,25,8,168,5,銀卡,1,1.7,烘焙,0
M1182,男,50,24,9,143,12,銀卡,0,2.2,咖啡,1
M1183,男,72,36,11,190,7,銀卡,0,6.1,烘焙,1
M1184,女,58,32,6,265,0,銀卡,0,1.8,咖啡,1
M1185,男,58,32,6,226,25,銀卡,0,6.4,咖啡,0
M1186,男,56,34,8,200,5,銀卡,1,10.8,咖啡,0
M1187,男,49,5,9,173,6,一般,1,4.5,烘焙,0
M1188,男,46,13,4,113,41,一般,0,1.6,茶飲,1
M1189,男,42,3,5,95,4,一般,1,9.7,咖啡,1
M1190,女,50,25,13,116,3,金卡,1,1.9,咖啡,1
M1191,女,49,16,6,174,40,銀卡,0,2.1,茶飲,1
M1192,女,59,27,8,150,47,銀卡,1,0.7,咖啡,0
M1193,男,54,17,4,145,18,一般,1,1.2,咖啡,0
M1194,女,54,15,4,250,37,一般,1,1.8,茶飲,0
M1195,男,59,14,24,135,2,銀卡,0,2.2,咖啡,1
M1196,男,66,23,5,315,9,銀卡,0,8.3,茶飲,0
M1197,男,47,20,10,164,9,銀卡,1,3.2,咖啡,1
M1198,男,26,21,9,162,5,銀卡,1,7.6,茶飲,0
M1199,男,46,5,5,167,60,一般,0,1.2,烘焙,0
M1200,女,56,20,5,119,31,銀卡,1,5.2,烘焙,0
M1201,男,51,34,0,130,90,一般,1,4.0,咖啡,0
M1202,女,53,30,8,138,12,銀卡,0,1.3,咖啡,1
M1203,男,46,17,11,110,17,銀卡,0,9.2,茶飲,1
M1204,男,48,29,4,236,28,一般,0,1.6,烘焙,1
M1205,男,43,9,4,184,63,一般,0,2.1,烘焙,0
M1206,男,68,15,10,308,4,銀卡,1,6.8,茶飲,1
M1207,男,67,25,7,140,4,銀卡,0,2.4,茶飲,1
M1208,男,57,35,9,172,0,銀卡,0,1.7,茶飲,1
M1209,男,60,28,5,160,18,銀卡,1,1.4,咖啡,0
M1210,女,72,21,5,246,8,銀卡,0,4.8,咖啡,0
M1211,男,58,18,6,283,30,銀卡,1,7.5,咖啡,1
M1212,女,54,26,3,229,87,一般,1,0.9,烘焙,0
M1213,男,48,17,11,125,4,銀卡,0,2.7,茶飲,0
M1214,男,62,17,6,139,4,銀卡,0,1.8,烘焙,0
M1215,男,51,12,6,114,26,銀卡,1,3.1,烘焙,0
M1216,女,49,8,6,156,0,銀卡,1,3.8,咖啡,0
M1217,女,53,32,9,168,0,銀卡,1,3.0,烘焙,1
M1218,女,66,7,5,133,13,銀卡,1,3.0,烘焙,0
M1219,男,57,14,7,184,8,銀卡,1,3.1,咖啡,0
M1220,女,47,15,6,186,7,銀卡,1,2.0,茶飲,1
M1221,男,72,3,6,244,37,一般,1,4.4,烘焙,1
M1222,女,43,8,8,256,51,銀卡,0,3.2,咖啡,0
M1223,男,63,27,5,93,38,銀卡,1,1.8,茶飲,0
M1224,女,49,28,2,167,90,一般,1,0.8,咖啡,0
M1225,男,53,20,2,117,41,一般,0,4.0,茶飲,0
M1226,男,55,17,6,151,13,銀卡,1,0.8,咖啡,1
M1227,女,41,33,2,255,74,一般,0,4.6,咖啡,0
M1228,男,60,10,5,211,1,銀卡,0,5.3,茶飲,1
M1229,女,70,1,2,112,19,一般,0,3.1,咖啡,1
M1230,女,66,33,9,129,0,銀卡,0,2.5,茶飲,0
M1231,女,49,14,7,240,28,銀卡,0,1.8,茶飲,1
M1232,男,66,31,11,239,15,銀卡,0,1.6,烘焙,1
M1233,男,56,6,14,227,12,銀卡,1,1.8,咖啡,1
M1234,男,72,14,7,130,48,銀卡,0,3.0,烘焙,0
M1235,女,60,36,7,180,35,銀卡,0,1.8,茶飲,0
M1236,男,44,8,23,132,6,銀卡,1,2.9,咖啡,1
M1237,女,72,24,7,148,12,銀卡,1,2.6,茶飲,1
M1238,男,41,31,19,153,4,金卡,1,2.2,烘焙,1
M1239,男,46,1,10,132,16,一般,1,2.7,咖啡,1
M1240,男,57,13,2,186,2,一般,0,1.5,咖啡,0
M1241,男,38,24,4,289,19,一般,0,4.7,咖啡,0
M1242,女,68,4,8,237,6,一般,1,6.8,茶飲,0
M1243,女,40,23,13,103,15,金卡,0,2.3,茶飲,1
M1244,男,72,8,5,112,18,銀卡,1,3.2,咖啡,1
M1245,男,64,17,13,184,0,銀卡,0,11.5,烘焙,0
M1246,男,55,32,16,157,0,金卡,1,3.9,咖啡,1
M1247,男,51,26,3,98,9,一般,1,1.1,烘焙,0
M1248,女,52,28,7,203,11,銀卡,1,2.5,茶飲,0
M1249,男,53,17,12,244,16,銀卡,1,4.4,咖啡,1
M1250,男,52,8,7,324,31,銀卡,1,1.8,烘焙,1
M1251,女,42,23,21,100,8,金卡,0,1.7,咖啡,1
M1252,女,55,27,9,136,15,銀卡,1,4.1,咖啡,1
M1253,男,62,4,1,134,0,一般,1,7.0,咖啡,1
M1254,男,69,23,7,138,12,銀卡,0,2.1,烘焙,0
M1255,男,62,32,17,96,6,金卡,1,0.3,茶飲,1
M1256,男,40,20,2,298,7,一般,1,2.0,咖啡,1
M1257,男,54,31,5,135,26,銀卡,1,7.8,烘焙,0
M1258,女,47,29,2,182,50,一般,1,4.9,咖啡,1
M1259,男,72,25,6,224,29,銀卡,0,2.5,咖啡,1
M1260,女,52,30,4,116,65,一般,1,4.2,咖啡,0
M1261,女,61,33,13,216,9,金卡,0,4.8,咖啡,1
M1262,女,41,17,12,297,7,銀卡,1,2.2,茶飲,1
