default,student,balance,income
No,Yes,602.205187,16320.11082
No,Yes,619.740501,5607.255811
No,Yes,1259.777862,26504.222085
No,No,360.413461,51171.777517
No,No,1000.355784,50978.122629
No,No,1124.3891,50441.036546
No,No,760.606367,26371.765119
No,No,538.047826,52722.418395
No,No,243.739844,30402.230031
No,No,663.662953,38063.835809
No,No,556.060628,58274.989926
No,No,0.0,50345.99167
No,No,379.330395,53886.251396
No,No,549.630203,40764.002319
No,No,608.727365,37180.587353
No,Yes,1327.801861,32830.14758
No,Yes,1485.783662,25367.584437
No,No,306.380013,55265.659027
No,No,1528.979319,38657.43293
No,No,659.190011,52258.93131
No,No,1135.254739,25666.542422
No,No,730.075181,38380.920714
No,Yes,781.623071,5000.0
No,No,820.235153,54909.33192
No,No,483.431381,56446.838952
No,No,427.379892,33321.429282
No,No,678.415787,38486.759442
No,No,1272.700997,42005.145865
No,No,1093.858518,45412.884458
No,No,250.321571,21263.75958
No,Yes,742.25164,44748.099655
No,No,433.603594,49670.531961
No,No,680.867673,44897.924331
No,No,391.300192,44839.013391
No,Yes,1442.216517,19090.581921
No,No,980.97768,37795.914332
No,No,1373.426783,44274.865008
No,No,452.408333,38128.158923
No,Yes,123.085775,27547.388516
No,Yes,1103.47362,14790.816364
No,No,162.755034,39786.568547
No,No,917.802329,39934.04756
No,Yes,687.585646,23781.031368
No,No,870.63516,51612.068574
No,No,420.079466,39712.022207
No,No,824.957879,49472.064313
No,No,693.214098,20159.650736
No,No,1181.824667,48231.518993
No,Yes,460.686745,29340.314353
No,No,4.915318,40983.432524
No,Yes,694.029417,31420.440238
No,Yes,1491.376511,5000.0
No,No,631.082329,47167.166383
No,No,1092.559995,40909.009583
No,No,1257.472402,43035.491438
No,No,427.474401,28814.938627
No,No,1077.368229,45230.622107
No,No,1064.548575,37448.94474
No,No,1020.932413,28708.083387
No,Yes,1197.178716,17736.165492
No,No,484.154929,25751.31695
No,No,1161.071262,63185.266688
No,Yes,692.279669,21816.581036
No,Yes,710.153528,15630.499652
No,No,366.76356,21383.822039
No,No,1038.37924,48657.673089
No,Yes,302.336458,21384.596692
No,Yes,791.103044,20811.280758
No,No,1294.865883,28849.209903
No,No,398.928788,40630.713005
No,No,1684.424948,45859.503653
No,No,303.824859,40023.500865
No,No,249.947533,24822.743209
No,No,719.526342,47277.176024
No,Yes,194.677771,9601.303785
No,No,653.755593,38417.56209
No,No,836.341308,37144.922273
No,Yes,763.79261,11660.731175
No,No,25.29563,38049.527004
No,Yes,1261.332482,31044.482533
No,Yes,1307.568113,19695.006135
Yes,No,2058.985114,39327.292037
No,No,58.667261,50569.946848
No,No,486.047298,51891.212208
No,No,1330.134796,35125.303362
No,No,902.862981,47504.103998
No,No,1271.977776,34533.758136
No,No,283.123895,39783.457595
No,Yes,1383.486602,31228.353367
No,Yes,1552.545758,24606.538665
No,No,454.138968,43505.240339
No,No,779.86566,47007.356062
No,No,586.554496,20734.312698
No,No,437.010345,38635.890319
Yes,Yes,2028.963351,18048.811252
No,No,828.260268,38305.748796
No,No,1127.745475,43876.396943
No,No,820.828813,38077.679591
No,Yes,772.424317,39956.754242
No,Yes,592.533505,17628.218493
No,No,1851.002427,40042.836138
No,No,491.223603,54749.978024
No,Yes,429.306962,10341.455961
No,Yes,878.715854,36123.525832
No,Yes,1554.641137,15768.479265
No,No,1142.148912,38905.310702
No,No,1412.426174,41064.238299
No,Yes,890.593943,18686.168548
No,No,170.72651,38111.535095
No,No,1537.989803,40197.953903
No,No,1107.326696,46462.96648
No,No,1400.853893,42216.826458
No,No,597.222718,24165.4629
Yes,No,2151.14338,44690.724192
No,No,711.416756,20447.639401
No,No,357.050833,39352.65818
No,No,726.686216,35795.600593
No,No,0.0,51364.043854
No,No,500.921036,40269.93878
No,No,940.907346,54506.212539
No,Yes,926.464206,24120.209801
No,Yes,1172.302361,14659.089756
No,No,416.957,42326.274317
No,No,1696.579192,32550.811623
No,Yes,1172.223661,9926.886762
No,No,1436.775959,37104.552414
No,No,650.972467,35168.849292
No,No,1290.161229,40989.368937
No,Yes,803.789488,7872.623979
No,No,1066.591764,48560.349086
No,No,602.053923,28909.899446
No,No,1061.524169,46696.285779
No,Yes,1234.975646,6676.879202
No,No,888.396246,41974.721102
No,No,1110.641513,44648.559784
No,No,1721.592917,45521.338293
No,No,817.565169,28181.239682
No,No,635.794821,45079.930847
No,No,825.372465,39237.649174
No,No,606.65104,33323.25338
No,No,634.043396,53838.473369
No,No,1158.366205,42515.703324
No,No,757.026815,27019.791965
No,Yes,893.894829,23331.864364
No,No,0.0,34633.812305
No,No,1014.297542,49105.585118
No,Yes,1053.291773,18725.095732
No,No,652.938828,41197.949422
No,No,923.350057,44228.493958
No,No,0.0,53482.357807
No,No,805.836435,56417.189299
No,No,496.630363,35837.52869
No,No,464.637974,56766.095238
No,No,728.140113,48742.700234
No,Yes,1073.059033,19521.570141
No,No,965.696688,42014.552938
No,No,1043.054895,26406.911251
No,No,973.384596,29717.809893
No,Yes,622.627694,6942.285246
No,Yes,1137.842802,21558.727128
No,No,999.969178,50995.334894
No,Yes,773.224319,8658.87493
No,No,525.652049,35290.825526
No,No,1504.024992,34723.114362
No,No,717.777804,34730.373458
No,Yes,1145.651475,5001.654359
No,No,971.399124,23301.438567
No,No,737.388855,37897.566809
No,Yes,1000.905832,37908.523913
No,Yes,250.724818,18983.626044
No,No,925.811421,44977.156991
No,Yes,433.55071,18631.417054
No,Yes,379.270923,20612.770565
No,Yes,840.139365,28992.784666
No,No,0.0,54667.122328
No,No,0.0,38989.516087
No,No,614.592056,48068.165613
No,No,0.0,32993.300089
No,Yes,736.554829,31620.369489
No,No,2069.447948,39423.213397
No,No,633.38798,45909.521615
No,No,627.995967,26056.196243
No,No,1297.244304,53581.096985
No,No,287.521218,37491.844501
No,No,383.722019,34697.149801
No,No,155.785002,25547.111396
No,No,614.602315,49946.639832
No,Yes,754.962307,19847.694676
No,Yes,944.965904,17079.217084
No,Yes,418.014486,19263.41844
No,No,0.0,40327.8364
No,Yes,1148.793412,6795.64581
No,Yes,714.073416,16970.178432
No,No,476.526884,45854.576085
No,No,1590.731683,45890.649954
No,No,637.028285,28016.426389
No,Yes,1687.189314,5183.644508
No,No,800.514058,56978.731891
No,No,1026.121808,34556.914773
No,No,981.499051,31377.576501
No,No,465.449789,31015.945058
No,No,0.0,18381.150396
No,No,960.802772,28707.251929
No,No,0.0,39858.988534
No,Yes,528.121256,8131.346589
No,No,778.122254,33777.428798
No,Yes,737.757465,16811.109695
No,No,1114.850249,34255.871594
No,No,1474.671563,44411.261117
Yes,Yes,2049.554878,21711.987825
No,No,434.071771,31043.478054
No,Yes,1545.862744,27599.113296
No,Yes,1048.406549,11773.881116
Yes,No,1845.678005,38406.530458
No,Yes,654.752295,15311.911626
No,Yes,1411.212151,16731.539275
No,Yes,427.260895,13592.97242
No,No,682.352003,70887.954661
No,No,810.357787,42127.566753
No,Yes,371.518882,20626.039737
No,Yes,541.189855,25429.164197
No,No,1214.365794,36839.953612
No,No,262.844987,33636.56001
No,No,0.0,30965.258299
No,No,317.304666,46791.394416
No,Yes,1724.312712,43002.437156
No,No,1290.051312,29321.080983
No,No,1008.748759,38022.450949
No,No,611.632891,37565.533473
No,Yes,1314.890973,17499.591592
Yes,Yes,1724.437264,16923.686597
No,No,734.781669,46181.977389
No,No,1329.189984,53727.723772
No,Yes,318.079538,12966.698881
No,No,261.606889,26775.376579
No,Yes,902.452917,17267.677964
Yes,Yes,2432.169564,17238.575216
No,Yes,0.0,5000.0
No,No,1411.59894,38082.108348
No,No,467.714597,50287.15814
No,Yes,658.707648,34329.338763
No,No,732.401237,48329.059529
No,No,594.630649,37207.944134
No,Yes,777.21929,6678.90859
No,No,214.891348,48548.506934
No,No,1238.910264,35756.543128
No,No,495.797831,43477.89656
No,Yes,1409.852895,41449.628644
No,Yes,1510.284244,22693.304652
No,No,1394.199807,19382.185957
No,No,950.949635,49545.194255
No,No,0.0,26983.565871
No,Yes,1124.312232,9582.269837
No,Yes,1469.363224,17105.115274
No,No,181.363195,42679.059093
No,No,406.879013,56947.42034
No,No,767.218362,46314.767416
No,Yes,1181.623382,41712.365488
No,Yes,788.317901,10996.236151
No,Yes,1171.770369,13670.430079
No,Yes,679.433085,16180.142966
No,Yes,1100.403477,8250.018136
No,No,615.708084,46623.299786
No,Yes,489.946971,32499.475457
No,No,733.231459,43985.790368
No,No,379.600201,39045.742076
No,No,634.2736,44842.199636
No,Yes,594.695473,13740.593959
No,Yes,850.370399,15351.54816
No,Yes,673.050561,18029.552119
No,No,307.204987,28043.470844
Yes,Yes,1929.004616,21817.984668
No,No,1020.654162,31522.749051
No,No,1503.955166,48782.278517
No,Yes,1206.038512,13148.887618
Yes,No,1794.818917,44593.131178
No,No,650.567372,44852.866305
No,No,812.084029,50874.083258
No,Yes,1527.139078,13980.824369
No,No,117.741956,37229.626889
No,Yes,1128.364259,29254.633169
No,Yes,547.398915,21452.368289
No,No,175.043848,52076.704715
No,No,842.284968,43899.712135
No,No,0.0,33055.812431
No,No,732.400846,29060.382846
No,No,601.806882,46051.303183
No,No,687.183992,51061.344149
No,No,881.932257,56873.098092
No,No,1075.369908,21020.853275
No,No,1245.106826,59475.998898
No,No,546.989931,44973.45703
No,No,604.941542,45439.661311
No,No,826.221182,31382.394675
No,Yes,563.183219,17264.525805
No,Yes,1189.269412,18805.243036
No,No,309.352752,45130.379198
No,Yes,1170.49806,12344.759485
No,No,304.786616,41828.284367
No,No,967.39913,37546.875531
No,No,1061.075128,44846.962059
No,No,1300.17892,63379.198414
Yes,Yes,1691.50872,24200.017704
No,Yes,295.840726,28479.448337
No,No,463.764159,58297.766804
No,No,737.930624,54316.130707
No,Yes,1139.572398,24041.79846
No,No,1256.166438,41342.484418
No,No,1307.581564,51363.987513
No,No,1224.776877,62542.187645
Yes,Yes,2202.860288,18689.327507
No,Yes,799.89661,19648.274454
No,No,1121.263345,61372.205449
No,No,1231.655421,50033.840569
No,No,533.277406,33731.744117
No,No,598.683209,51137.007149
No,No,1316.417845,46840.392094
No,Yes,1226.744218,11755.177741
No,No,627.653217,51702.312658
No,No,339.981196,36326.525397
No,Yes,644.147936,26172.661003
No,No,888.00719,42873.183865
No,No,800.663214,31601.680376
No,Yes,1008.728687,15979.664234
No,No,1730.150147,41020.032119
No,Yes,1112.953004,5000.0
No,Yes,1107.739714,33000.642665
No,No,79.889535,23888.247031
No,No,403.9012,66383.062714
No,No,1120.562374,51585.405483
Yes,Yes,1683.30183,23906.361433
No,Yes,771.362297,20545.566498
No,No,952.139314,39256.901452
No,No,111.331166,39125.026738
No,No,698.906032,45041.422094
No,No,481.615898,30672.288546
No,No,1020.394975,43801.416543
No,No,509.791832,42147.503254
No,No,518.877073,52905.77721
No,No,877.981498,32182.554684
No,No,644.786147,45002.650984
No,No,746.851453,34196.027524
No,Yes,612.862839,23216.880499
No,Yes,1165.268556,28857.751073
No,Yes,1081.50105,23446.907488
No,No,109.779012,41482.05125
No,Yes,1415.571855,26651.030109
No,Yes,1183.040395,17147.277829
No,No,576.065146,40315.697517
No,No,231.197918,24992.500839
No,No,1085.595047,39933.409094
No,No,1367.727895,34672.051922
No,No,1030.900323,34639.305083
No,Yes,545.288108,8267.684966
No,No,245.488261,45000.419919
No,No,687.093127,38428.662101
No,Yes,1023.196902,30817.197303
No,No,843.770712,30679.056701
No,Yes,1538.07525,33455.995077
No,No,1779.895571,38166.009075
No,Yes,1406.79771,20796.326191
No,No,247.522629,49861.119634
No,No,47.712796,34086.660304
No,No,733.403868,28283.752746
No,No,618.310363,32672.530565
No,Yes,182.715369,24947.78313
No,No,678.715907,35568.56095
No,No,1193.001825,35710.154878
No,Yes,1604.696139,26487.571184
No,No,896.864924,35801.291459
No,No,1560.820139,43341.698721
No,No,225.713902,46740.779715
No,No,0.0,38107.184065
No,No,927.992426,38559.113566
No,Yes,441.545971,27952.834784
No,Yes,664.431894,21008.970385
No,Yes,1359.247773,9510.19222
No,No,0.0,48508.547499
No,Yes,1155.648001,43223.588887
No,No,595.100496,37368.187577
No,No,777.516199,40809.748784
No,Yes,1085.574841,8513.879474
No,No,928.162695,40250.49588
No,Yes,799.08422,28334.889453
No,No,437.685796,36385.528802
No,Yes,272.070945,10552.883461
No,No,829.548728,43991.185248
No,No,809.710493,26280.017233
No,No,557.017489,43370.360767
No,No,616.879445,56479.017712
No,Yes,586.318729,13136.868569
No,Yes,1313.908392,18948.615743
No,No,476.56207,66481.42959
No,No,1018.075687,46617.579847
No,No,317.646255,48270.199213
No,No,1330.123804,31354.332123
No,Yes,1011.103879,30879.431138
No,No,1395.374969,37622.037642
No,No,1234.79773,25395.085752
No,No,813.167901,54946.078332
No,No,483.070935,32006.051163
No,Yes,1062.447797,22932.410917
No,No,1984.174128,21283.772398
No,No,394.62731,45083.125723
No,No,556.391447,60555.145895
No,No,938.957424,44970.790382
No,No,1243.921601,50719.451084
No,Yes,278.998503,22821.509015
No,Yes,1050.16357,8057.348722
No,No,1178.260537,36091.350613
No,No,832.628678,36909.483581
No,No,653.11853,16166.534675
No,No,605.465713,32143.261515
No,No,743.775395,37657.236072
No,Yes,74.834538,35192.036364
No,No,1113.70523,39845.605549
No,No,727.070952,34306.511311
No,No,860.592259,40850.748286
No,No,1228.64651,51845.732187
No,No,811.771489,36664.926481
No,No,398.58304,47878.594533
No,No,0.0,49306.874797
No,No,497.756015,39368.77509
No,No,851.468516,27641.553418
No,No,1045.574231,37393.88289
No,No,559.042014,47237.257657
No,Yes,1458.150521,17554.929449
No,Yes,1194.801365,30593.399757
No,No,900.997991,40448.585627
No,No,0.0,39977.643223
No,No,0.0,41153.156664
No,No,95.974448,50560.127381
No,No,0.0,37946.726772
No,No,915.633065,34726.292743
No,No,463.328135,53926.075822
No,No,808.729545,54488.495965
No,No,1015.892837,47858.056088
No,No,383.921351,46814.441495
No,Yes,1571.924559,9295.729315
No,No,219.037416,36717.748159
No,Yes,632.713231,5000.0
No,Yes,758.830587,27366.631435
No,No,877.844576,56371.009236
No,No,648.188835,45070.075016
No,Yes,700.798489,34995.152857
No,No,1032.015081,54747.303233
No,No,1435.970253,9540.220215
No,Yes,177.455919,30961.773943
No,No,889.785052,25393.227259
No,Yes,1015.339778,22810.0934
No,No,936.891125,34383.389795
Yes,No,1389.651504,38787.042717
No,No,870.195721,31909.080007
No,Yes,240.478594,26192.804385
No,Yes,886.996001,22521.075245
No,No,572.129896,30108.927557
No,No,325.035043,40273.073183
No,No,617.382198,28772.852157
No,No,645.386304,50709.851798
No,No,1578.538262,45516.417907
No,No,144.731415,45103.626054
No,No,761.285295,39397.166054
No,No,434.616956,53483.98605
No,No,582.349116,36254.19136
No,No,1240.710331,59463.526286
No,No,461.689136,45309.234717
No,No,798.233545,40729.248143
No,Yes,1114.698775,13669.322634
No,No,32.794154,48419.945782
No,No,469.759362,34711.844408
No,No,508.671717,29421.142651
No,No,903.285034,46283.591156
No,No,952.824189,40885.911814
No,No,196.33436,30037.582795
No,No,904.644554,38846.944553
No,No,0.0,31368.646004
No,No,999.835347,52311.6365
No,No,1542.318059,34236.934005
No,No,874.743624,45206.178527
No,Yes,811.55035,21661.174788
No,No,0.0,33448.373311
No,Yes,586.585968,30099.828765
No,Yes,1386.186528,36866.382698
No,No,852.672881,27642.678359
No,No,1698.401755,31797.465307
No,No,490.182575,49176.539745
No,No,714.333096,37556.294794
No,Yes,736.584479,31753.917649
No,No,668.134488,46828.21928
No,Yes,1169.736056,20228.967589
No,Yes,1483.043475,34948.882423
No,Yes,282.23472,36173.405166
No,No,987.177645,38474.808894
No,No,1237.312346,30269.123175
No,Yes,787.828399,33333.622147
No,No,654.04013,24748.215315
No,No,919.055331,51306.525209
No,No,760.141553,39632.903315
No,No,0.0,43077.949442
No,No,645.740456,53328.018977
No,No,679.147878,42651.643367
No,No,1108.098,34898.356384
No,Yes,351.887359,18806.156417
No,No,1076.353789,52952.205363
No,No,903.64302,40668.928002
No,No,591.129915,44623.093581
No,No,428.412859,50744.632155
No,Yes,1240.738508,41526.304489
No,Yes,736.437564,14878.699283
No,No,262.579779,36725.061225
No,No,521.094586,47430.733997
No,Yes,1129.840945,18307.810983
No,No,970.229156,26648.950947
No,No,898.686802,48568.981648
No,Yes,924.879782,19270.375859
No,No,447.206918,31954.678788
No,No,636.150044,31365.825568
No,No,694.419254,26039.45724
No,Yes,1077.639428,22502.029092
No,No,857.411533,39636.893152
No,No,1412.032843,32753.304859
No,No,753.860851,62696.745596
No,No,989.164624,44044.478247
No,No,844.376989,31431.927955
No,No,575.921668,43952.629349
No,Yes,1488.691077,23749.648229
No,No,1749.087049,47440.22596
No,Yes,822.849762,19069.295096
No,No,1290.437885,34913.486087
No,No,823.139146,49734.416005
No,Yes,1458.812193,31291.187605
No,No,555.607282,48168.642886
No,No,382.209941,22321.70371
No,Yes,1110.147819,13418.518615
No,No,222.955541,27678.013601
No,No,554.169139,62262.118552
No,No,396.24606,32976.630628
No,No,1206.85752,35535.581387
No,No,411.038557,55658.882537
No,Yes,992.259564,9529.247046
No,No,1380.268687,50047.535683
No,No,592.61796,38887.355057
No,No,895.658392,42583.603805
No,No,151.789606,54024.491212
No,Yes,745.738145,20147.954404
No,No,341.537532,37080.385178
No,Yes,598.081305,29525.620617
No,No,0.0,39240.288679
No,No,1006.14564,39625.20999
No,Yes,177.452253,26745.366127
No,No,1086.255795,35953.428953
No,Yes,894.640959,5068.319543
No,Yes,826.902447,21564.870153
No,Yes,574.462293,16422.483185
No,No,930.55146,44799.729976
No,No,917.563675,37518.087947
No,Yes,935.17436,28192.427877
No,No,1074.142171,25352.839162
No,No,1103.644684,39901.266597
No,No,180.802553,48495.005513
No,No,632.341062,31418.80488
No,No,846.942983,48614.754261
No,Yes,1027.890827,19979.911536
No,No,720.238846,40266.171753
No,No,1059.706808,35247.523971
No,No,1184.262995,43955.71528
No,No,1016.826889,52023.164462
No,No,338.794339,53906.402185
No,No,895.186769,34780.426762
No,No,696.098373,51206.979881
No,Yes,744.949235,36848.228098
No,No,410.73644,34359.728791
No,No,686.505223,51640.549352
No,Yes,1329.28227,29536.770303
No,No,490.416698,33843.165221
No,Yes,1067.872198,23829.75988
No,No,1211.018779,40132.967353
No,Yes,535.162926,5000.0
No,Yes,822.181658,21694.921482
No,No,404.331552,33273.171453
No,No,640.713183,51206.485503
No,No,924.335276,26974.855242
No,No,794.18008,34716.513969
No,Yes,0.0,5000.0
No,No,160.790564,43016.248143
No,No,1437.602746,51946.130029
No,No,606.020744,30257.354126
No,No,1483.680226,40798.558224
No,Yes,1073.753565,12976.181122
No,Yes,1065.054815,11400.338528
No,No,223.446063,38862.023051
No,No,635.021965,50722.230983
No,Yes,435.55551,16061.025129
No,No,0.0,23354.175534
No,No,712.324148,30986.045767
No,No,1691.432482,33130.502217
No,Yes,605.102397,20861.231266
No,No,735.992868,40981.188339
No,No,1061.480283,27987.096787
No,No,1293.882946,31459.972125
No,Yes,1462.052932,15153.328928
No,No,814.398265,53225.843189
No,Yes,440.88635,22561.569966
No,No,793.947316,28431.497118
No,Yes,1950.388938,28724.10243
No,Yes,1023.221284,5000.0
No,No,160.750519,44144.574993
No,Yes,641.382861,5000.0
No,No,604.039676,39050.670558
No,No,865.030173,35287.731846
No,Yes,1601.704074,31943.734334
No,Yes,740.076009,33552.966378
No,No,297.098909,47254.330065
No,Yes,1217.901029,18993.069714
No,No,72.772998,32477.416292
No,Yes,170.273211,34174.441762
No,No,956.722182,41627.416146
No,No,401.788803,40459.795459
No,No,776.031822,31602.160455
No,Yes,1082.413549,11044.013019
No,Yes,775.891876,14302.620194
No,No,762.050532,54134.325097
No,Yes,1530.245858,34206.085572
No,No,973.719431,40424.920574
No,No,424.360584,51285.936286
No,No,784.502336,48950.364351
No,Yes,582.967391,10197.546577
No,No,207.691317,49356.643835
No,No,1021.298526,26974.988305
No,No,992.382037,42473.427666
No,Yes,553.201646,22522.019204
No,No,623.76724,42071.699645
No,No,1395.635767,38858.483909
No,No,1001.019181,47026.958354
No,No,252.894649,38720.96103
No,Yes,118.640595,13757.52446
No,No,0.0,39688.755022
No,No,1369.174284,44768.888639
No,No,327.235138,50264.024567
No,No,290.758563,41865.504124
No,Yes,535.211225,22159.258401
No,No,738.636709,39533.644852
No,No,1258.985026,44005.938705
No,No,844.732019,41463.765072
No,Yes,985.606931,5000.0
No,Yes,1439.858255,30014.252689
No,No,1549.882384,25449.759376
No,No,740.888342,53928.808078
No,Yes,324.103813,17062.416983
No,No,383.635228,56532.483115
No,No,738.780987,35130.447808
No,Yes,775.356641,19289.224629
No,Yes,334.710896,9473.923372
No,Yes,986.132857,27410.36568
No,No,1297.536286,46642.299303
No,No,1111.515405,35333.087811
No,No,1205.688106,31127.02758
No,No,803.861173,48366.584365
No,No,449.670005,60783.64067
No,No,492.619523,35663.443537
No,No,884.996007,52484.146938
No,Yes,1081.49414,23386.374959
No,No,135.414937,40882.95457
No,Yes,985.957276,28351.812012
No,No,531.13093,31520.869588
No,No,405.954153,51252.021835
No,No,552.31136,50930.666909
No,No,721.496302,43714.63005
No,No,0.0,35595.582
No,Yes,887.65498,13180.910214
No,No,880.76929,40034.673977
No,No,402.84578,48402.111652
No,No,161.118171,43162.953205
No,No,1150.238323,45972.026692
No,No,1202.369011,48716.648641
No,No,459.887751,24739.131956
No,No,722.592133,26550.574933
No,No,505.712601,40169.517927
No,No,360.556217,27176.919385
No,No,1286.933551,24046.812018
No,No,1074.991383,48259.576713
No,Yes,959.736639,20735.758129
No,Yes,1058.642604,41493.232047
No,No,1339.462298,31946.344467
No,Yes,1542.464947,11336.278979
No,Yes,1471.793691,35291.880239
No,No,1128.580786,43586.208473
No,No,793.520213,40867.398996
Yes,Yes,1765.199285,17997.642526
No,No,559.826356,58949.011857
No,Yes,1153.937323,32297.025645
No,No,586.446315,36251.778554
No,No,813.239316,49616.273524
No,No,790.323074,49511.521907
No,No,785.509663,37153.564373
No,No,718.146131,23305.649552
No,Yes,1062.554263,18740.816296
No,No,744.709023,52936.591767
No,No,891.101208,43370.169336
No,No,179.021142,64290.312223
No,Yes,1010.406339,31613.53133
No,Yes,433.672475,22878.155856
No,No,1352.551206,58271.712935
Yes,Yes,1793.883237,10216.419138
No,No,0.0,46327.241302
No,No,775.66269,45528.282876
No,Yes,1392.95068,24782.637831
No,No,671.172109,40152.918654
No,No,0.0,50409.458127
No,No,936.42092,52075.227648
No,Yes,1507.408458,13738.624395
No,No,1285.052372,34449.738189
No,Yes,1445.325028,15643.49097
No,No,1047.38048,55279.201388
No,No,100.054668,45066.960919
No,Yes,944.152033,21111.529247
No,No,833.427321,55279.43937
No,No,622.509377,36266.22141
No,No,801.969842,42996.771631
No,No,382.070668,43816.865438
No,No,611.965313,53318.24196
No,Yes,35.598541,23181.739572
No,No,1466.454081,51090.640663
No,No,761.038611,37424.236823
No,Yes,554.478626,27068.138309
No,No,522.804937,41909.32378
No,No,664.903968,29081.794351
No,No,1181.549758,37107.711115
No,No,614.016361,42583.724376
No,No,220.978335,38180.556981
No,Yes,776.500228,34861.023022
No,Yes,731.627252,14875.144341
No,No,1077.023967,51749.710088
No,No,735.775222,56629.526542
No,Yes,1113.704559,5000.0
No,No,464.920148,30421.032893
No,Yes,456.297102,9635.552109
No,Yes,1437.990876,19112.632991
No,Yes,364.247256,5000.0
No,No,1710.386376,36964.857934
No,No,836.636124,45748.820831
No,No,551.046077,45284.537096
No,Yes,1014.195071,11736.707241
No,No,620.644632,34650.583931
No,No,266.429182,45008.613136
No,No,940.832053,50920.46822
No,No,378.289615,36518.85539
No,No,982.236302,37638.489336
No,Yes,1144.077088,20147.381073
No,No,1215.740604,37994.764944
No,Yes,1229.909262,25295.113661
No,No,0.0,35376.535266
No,No,1085.223452,41769.238654
No,No,265.70344,41082.966088
No,No,821.940144,47092.618373
No,No,927.065242,34929.51468
Yes,Yes,1711.224682,7451.986426
No,No,1362.985778,41055.04103
No,Yes,523.379281,5015.576347
No,Yes,419.489447,24784.394016
No,No,855.31997,28828.354904
No,No,221.217835,51344.257985
No,Yes,325.703577,25045.735435
No,Yes,778.315627,8822.088191
No,No,0.0,34473.457782
No,Yes,1109.796318,9806.825179
No,Yes,1382.912739,20291.416908
No,No,0.0,55708.517421
No,No,840.407611,53223.609633
No,Yes,649.245947,10297.590381
Yes,No,2102.619242,32595.263319
No,No,1409.368454,50902.695134
No,Yes,718.941722,30203.5749
No,No,514.391023,53257.516239
No,No,1201.963991,49353.212452
No,No,1661.158948,18809.265091
No,No,650.719123,43004.525261
No,No,327.530378,45147.88661
No,No,1357.18538,40679.231543
No,No,1257.194468,42391.381884
No,No,421.282177,46031.677479
No,No,1206.626023,39294.50278
No,No,729.372539,30901.983843
No,No,85.323678,37687.613792
No,Yes,999.522198,19104.698027
Yes,Yes,1546.540379,7668.68872
No,No,692.024504,46755.013458
Yes,No,1888.831107,41354.080102
No,Yes,1061.728268,30860.977335
No,No,1431.080861,44174.98323
No,Yes,1684.730109,13418.891971
No,Yes,1339.448574,13481.95881
No,No,937.285038,45296.319979
No,No,594.458821,53425.956352
No,No,1502.774894,56829.962246
No,No,463.557656,25245.858365
No,No,1017.729983,41742.440253
No,No,336.136401,47975.837246
No,Yes,1659.351604,5000.0
No,Yes,695.622268,30202.126765
No,No,286.020307,30885.86066
No,Yes,1064.417619,46902.326891
No,Yes,951.94937,32576.167318
No,No,137.164338,43212.574247
No,No,1415.866684,22963.866369
No,No,879.624552,48735.703518
Yes,Yes,1917.910017,13229.89155
No,No,792.382966,27366.142807
No,Yes,90.299418,6544.654008
No,No,469.97518,27128.492371
No,Yes,1297.225972,5000.0
No,Yes,913.624969,11739.548423
No,No,513.394101,46381.090632
No,No,1345.363387,29000.061963
No,No,814.485408,40275.830825
No,Yes,375.65495,33478.317165
No,Yes,919.771475,28746.524761
No,Yes,1318.215512,29151.814185
No,No,1263.001451,26234.306966
No,No,627.398804,30892.098563
No,No,1599.928517,29095.264778
No,No,826.303574,20230.403105
No,No,1067.528501,29100.715423
No,Yes,1005.955872,11645.157888
No,No,582.517999,52889.505292
No,No,401.733533,44721.207369
No,No,885.392442,44225.466427
No,No,1129.060882,43057.669756
No,No,145.839639,40945.261885
No,Yes,762.664052,5000.0
No,Yes,1493.092562,32440.204888
No,No,759.999775,32597.739088
No,Yes,1237.737681,13827.597855
No,No,678.520526,51008.226882
No,No,588.54357,32293.517503
No,Yes,354.674083,5369.594292
No,Yes,594.912558,32759.419275
No,No,1015.318056,33821.798307
No,No,945.5622,35082.499373
No,No,554.628948,36916.092947
No,No,327.064436,45687.075453
No,No,945.990856,51761.457769
Yes,Yes,1451.06523,22881.171346
No,Yes,544.225243,27558.071102
No,No,473.977144,46850.336558
No,No,592.766434,40781.997417
No,No,1011.285437,56935.827345
No,No,399.817492,18418.664113
No,No,0.0,46604.692367
No,Yes,535.803258,10120.087546
No,No,1005.052157,49375.372504
No,No,764.734301,57433.837821
No,No,268.249145,22199.192543
No,No,839.91327,45642.453229
No,Yes,1253.958828,18117.963403
No,Yes,774.949131,17745.831215
No,No,1044.624623,35042.542626
No,No,1072.120619,43328.665037
No,Yes,825.509533,13919.627319
No,No,982.589334,27250.264703
No,Yes,1458.631474,24559.238365
No,No,1258.631687,46446.869931
No,No,824.857313,40989.30668
No,No,715.123331,73531.843166
No,Yes,191.619239,16313.133424
No,Yes,897.25814,23916.302866
No,No,673.042424,40687.156391
No,Yes,1137.089599,22357.621391
No,Yes,1278.498447,27301.322939
No,No,1100.417584,52004.946348
No,Yes,666.691115,14142.441013
No,Yes,621.955143,33973.288306
No,Yes,845.555671,32755.793598
No,Yes,938.447388,18018.491219
No,No,626.407616,49472.231993
No,No,1058.651715,32317.000223
